KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
ABILITY_TRYPTOPHAN2_DESC,You and adjacent units fall asleep. You gain all stats up and heal 4.,,Esta unidad y las adyacentes se duermen. Obtiene aumento total y recupera 4 PS.,Vous et les unités adjacentes vous endormez. Hausse de stats et PV&nbsp;+4.,Du und benachbarte Einheiten schlafen ein. Du erhältst einen Bonus auf alle Attribute und heilst dich um 4&nbsp;LP.,Tu e le unità adiacenti vi addormentate. Ottieni Aumento delle Statistiche e rigeneri 4 PS.,Você e todas as unidades adjacentes adormecem. Você obtém todos os atributos aumentados e cura 4 PV.,,,自分と​隣接する​ユニットが​眠る。​全ステータス上昇を​得て​4回復する。[b][/b],
ABILITY_HOOKBIND_NAME,Hook Bind,,Vínculo de gancho,Crochet entravant,Hakenfessel,Legatura Uncinata,Corda de Gancho,,,フック拘束,
ABILITY_HOOKBIND_DESC,Melee attack that immobilizes.,,Un ataque cuerpo a cuerpo que inmoviliza.,Attaque au corps-à-corps qui immobilise.,"Ein Nahkampfangriff, der bewegungsunfähig macht.",Un attacco corpo a corpo che immobilizza.,Um ataque corpo-a-corpo que imobiliza.,,,移動不可を​付与する​近接攻撃。[b][/b],
ABILITY_HOOKBIND2_DESC,Melee attack that immobilizes and inflicts Bleed 2.,,Un ataque cuerpo a cuerpo que inmoviliza e inflige 2 de hemorragia.,Attaque au corps-à-corps qui immobilise et inflige Saignement&nbsp;+2.,"Ein Nahkampfangriff, der bewegungsunfähig macht und Blutung&nbsp;2 verursacht.",Un attacco corpo a corpo che immobilizza e infligge Sanguinamento 2.,Um ataque corpo-a-corpo que imobiliza e aplica sangramento 2.,,,移動不可と​出血2を​付与する​近接攻撃。[b][/b],
//psychic,,,,,,,,,,,
ABILITY_TELEKINESIS_NAME,Telekinesis,,Telequinesis,Télékinésie,Telekinese,Telecinesi,Telecinese,,,テレキネシス,
ABILITY_TELEKINESIS_DESC,Push a unit within your line of sight away from you 10 tiles.,,Empuja 10 casillas a una unidad en su campo visual.,Vous repoussez une unité dans votre ligne de mire sur 10&nbsp;cases.,Stoße eine Einheit in deiner Sichtlinie 10&nbsp;Felder von dir weg.,Allontani da te di 10 caselle un'unità che si trova nel tuo campo visivo.,Empurre uma unidade dentro do seu campo de visão para afastá-la por 10 espaços.,,,射線内の​ユニットを​自分から​10タイル遠ざける。[b][/b],
ABILITY_TELEKINESIS2_DESC,Push a unit within your line of sight away from you 10 tiles with Chain Knockback.,,Empuja 10 casillas a una unidad en su campo visual con retroceso encadenado.,Vous repoussez une unité dans votre ligne de mire sur 10&nbsp;cases avec Recul en chaîne.,Stoße eine Einheit in deiner Sichtlinie 10&nbsp;Felder mit Kettenrückstoß von dir weg.,Allontani da te di 10 caselle un'unità che si trova nel tuo campo visivo con Contraccolpo a Catena.,Empurre uma unidade dentro do seu campo de visão para afastá-la por 10 espaços com empurrão encadeado.,,,射線内の​ユニットを​自分から​10タイル遠ざける。​連鎖ノックバック​付き。[b][/b],
ABILITY_SUGGESTION_NAME,Suggestion,,Sugestión,Suggestion,Vorschlag,Suggestione,Sugestão,,,サジェスチョン,
ABILITY_SUGGESTION_DESC,Cause an enemy within your line of sight to attack another enemy if it can.,,Hace que un enemigo en su campo visual ataque a otro enemigo si puede.,Vous incitez un ennemi dans votre ligne de mire à attaquer un autre ennemi si c'est possible.,"Zwinge einen Gegner in deiner Sichtlinie einen anderen Gegner anzugreifen, wenn er kann.","Fai in modo che un nemico all'interno del tuo campo visivo ne attacchi un altro, se ne ha la possibilità.",Faça com que um inimigo dentro do seu campo de visão ataque outro inimigo se puder.,,,射線内の​敵に、​可能なら別の​敵を​攻撃させる。[b][/b],
ABILITY_SUGGESTION2_DESC,Cause enemies in a target area within your line of sight to each attack another enemy if they can.,,Hace que los enemigos dentro del área objetivo en su campo visual ataquen a otro enemigo si pueden.,Vous incitez des ennemis dans la zone ciblée dans votre ligne de mire à attaquer un autre ennemi si c'est possible.,"Zwinge Gegner in einem Zielbereich in deiner Sichtlinie jeweils einen anderen Gegner anzugreifen, wenn sie können.","Fai in modo che i nemici in un'area bersaglio all'interno del tuo campo visivo attacchino un altro nemico, se ne hanno la possibilità.",Faça com que um inimigo em uma área alvo dentro do seu campo de visão ataque outro inimigo se puder.,,,射線内の​範囲に​いる​敵全員に、​可能なら別の​敵を​攻撃させる。[b][/b],
ABILITY_MINDCONTROL_NAME,Mind Control,,Control mental,Manipulation mentale,Gedankenkontrolle,Controllo Mentale,Controle Mental,,,マインドコントロール,
ABILITY_MINDCONTROL_DESC,Charm an enemy within your line of sight for the rest of the battle.,,Inflige embrujo a un enemigo en el campo visual de esta unidad durante el resto del combate.,Vous envoûtez un ennemi dans votre ligne de mire pendant le reste du combat.,Verursache für den Rest des Kampfes Charme bei einem Gegner in deiner Sichtlinie.,Affascini un nemico all'interno del tuo campo visivo per il resto della battaglia.,Enfeitice um inimigo dentro do seu campo de visão pelo resto da batalha.,,,射線内の​敵を​バトル終了まで​魅了する。[b][/b],
ABILITY_MINDCONTROL2_DESC,Charm an enemy within your line of sight for the rest of the battle. That unit immediately takes an extra turn.,,Inflige embrujo a un enemigo en el campo visual de esta unidad durante el resto del combate. Esa unidad juega un turno extra inmediatamente.,Vous envoûtez un ennemi dans votre ligne de mire pendant le reste du combat. Cette unité joue immédiatement un tour supplémentaire.,Verursache für den Rest des Kampfes Charme bei einem Gegner in deiner Sichtlinie. Diese Einheit führt sofort einen zusätzlichen Zug aus.,Affascini un nemico all'interno del tuo campo visivo per il resto della battaglia. Quell'unità ottiene immediatamente un turno aggiuntivo.,Enfeitice um inimigo dentro do seu campo de visão pelo resto da batalha. Essa unidade obtém um turno adicional imediatamente.,,,射線内の​敵を​バトル終了まで​魅了する。​その​ユニットは​即座に​追加ターンを​得る。[b][/b],
ABILITY_MEGAGRAV_NAME,Mega Grav,,Megagravitación,Méga lancer,Megagravitation,Mega Gravità,Mega Gravidade,,,メガグラビティ,
ABILITY_MEGAGRAV_DESC,Damage and throw each unit near you to random tiles.,,Inflige daño a cada unidad cerca de esta y las lanza a casillas al azar.,Vous infligez des dégâts aux unités à proximité et les lancez sur des cases au hasard.,Verursache bei Einheiten in deiner Nähe Schaden und schleudere sie auf zufällige Felder.,Infliggi danno e lanci ogni unità vicina a te su delle caselle casuali.,Cause dano e jogue qualquer unidade próxima em espaços aleatórios.,,,周囲の​各ユニットに​ダメージを​与えて​ランダムな​タイルに​投げる。[b][/b],
ABILITY_MEGAGRAV2_DESC,Damage and throw each unit in a target area to random tiles.,,Inflige daño a cada unidad en un área objetivo y las lanza a casillas al azar.,Vous infligez des dégâts aux unités dans la zone ciblée et les lancez sur des cases au hasard.,Verursache bei Einheiten in einem Zielbereich Schaden und schleudere sie auf zufällige Felder.,Infliggi danno e lanci ogni unità in un'area bersaglio su delle caselle casuali.,Cause dano e jogue qualquer unidade dentro de uma área alvo em espaços aleatórios.,,,対象範囲内の​各ユニットに​ダメージを​与えて​ランダムな​タイルに​投げる。[b][/b],
ABILITY_PSYFLUTTER_NAME,Psyflutter,,Aleteo psíquico,Déplacement précis,Psychoflattern,Fluttazione Psionica,Psicotremor,,,サイフラッター,
ABILITY_PSYFLUTTER_DESC,Teleport exactly three tiles away.,,Se teletransporta a exactamente 3 casillas de distancia.,Vous vous téléportez à exactement 3&nbsp;cases de distance.,Teleportiere dich genau drei Felder.,Ti teletrasporti esattamente a tre caselle di distanza.,Teletransporte-se para exatamente 3 espaços de distância.,,,3タイル離れた​場所に​テレポートする。[b][/b],
ABILITY_PSYFLUTTER2_DESC,Teleport exactly three tiles away.[s:.7](This spell costs less.)[/s],,Se teletransporta a exactamente 3 casillas de distancia.[s:.7](Este hechizo cuesta menos).[/s],Vous vous téléportez à exactement 3&nbsp;cases de distance.[s:.7](Coût réduit.)[/s],Teleportiere dich genau drei Felder.[s:.7](Dieser Zauber kostet weniger.)[/s],Ti teletrasporti esattamente a tre caselle di distanza.[s:.7](Quest'incantesimo costa meno.)[/s],Teletransporte-se para exatamente 3 espaços de distância.[s:.7](Este encantamento custa menos.)[/s],,,3タイル離れた​場所に​テレポートする。[s:.7](マナコストが​低い)[/s],
ABILITY_MAGNETPULL_NAME,Gravity Pull,,Atracción gravitacional,Attraction gravitationnelle,Gravitationszug,Attrazione Gravitazionale,Atração Gravitacional,,,グラビティプル,
ABILITY_MAGNETPULL_DESC,Pull units toward a tile within range 5.,,Atrae a las unidades hacia una casilla en un alcance de 5 casillas.,Vous attirez les unités vers une case dans un rayon de 5&nbsp;cases.,Ziehe Einheiten in die Richtung eines Felds innerhalb von 5&nbsp;Feldern.,Attiri le unità verso una casella entro un raggio d'azione 5.,Puxe unidades na direção de um espaço em alcance 5.,,,射程5の​タイルに​向かって​ユニットを​引き寄せる。[b][/b],
ABILITY_MAGNETPULL2_DESC,Pull units in a larger area toward a tile at infinite range.,,Atrae a las unidades en un área más amplia hacia una casilla con alcance ilimitado.,Vous attirez les unités vers une case dans une vaste zone. Portée infinie.,Ziehe Einheiten in einem größeren Bereich in die Richtung eines beliebigen Felds.,Attiri le unità in un'area più ampia verso una casella a raggio d'azione infinito.,Puxe unidades em uma área maior na direção de um espaço com alcance infinito.,,,無限射程の​タイルに​向かって、​より​広い​範囲の​ユニットを​引き寄せる。[b][/b],
ABILITY_MINDBLAST_NAME,Mindblast,,Explosión mental,Explosion mentale,Gedankenschlag,Esplosione Mentale,Explosão Mental,,,マインドブラスト,
ABILITY_MINDBLAST_DESC,Push away each unit near you. This inflicts Madness and has a small chance to inflict Stun.,,Aleja a todas las unidades que estén cerca de esta. Esto inflige locura y tiene una pequeña probabilidad de infligir aturdimiento.,Vous repoussez toutes les unités près de vous. Inflige Folie et petite chance d'infliger Étourdissement.,Stoße jede Einheit in deiner Nähe zurück. Du verursachst bei ihnen Wahnsinn und mit geringer Wahrscheinlichkeit Betäubung.,Spingi via ogni unità nelle tue vicinanze. Infliggi Follia e hai una piccola probabilità di infliggere Stordimento.,Afaste todas as unidades próximas de você. Isto aplica insanidade e possui uma pequena chance de atordoar.,,,周囲の​各ユニットを​押しのける。​狂気を​付与し、​低確率で​スタンを​付与する。[b][/b],
ABILITY_MINDBLAST2_DESC,Push away each unit near a target area. This inflicts Madness and has a small chance to inflict Stun.,,Aleja a todas las unidades que estén cerca de un área objetivo. Esto inflige locura y tiene una pequeña probabilidad de infligir aturdimiento.,Vous repoussez toutes les unités près de la zone ciblée. Inflige Folie et petite chance d'infliger Étourdissement.,Stoße jede Einheit in der Nähe eines Zielbereichs zurück. Du verursachst bei ihnen Wahnsinn und mit geringer Wahrscheinlichkeit Betäubung.,Spingi via ogni unità nelle vicinanze di un'area bersaglio. Infliggi Follia e hai una piccola probabilità di infliggere Stordimento.,Afaste todas as unidades próximas de uma área alvo. Isto aplica insanidade e possui uma pequena chance de atordoar.,,,対象範囲周囲の​各ユニットを​押しのける。​狂気を​付与し、​低確率で​スタンを​付与する。[b][/b],
ABILITY_PSYCHICCHOKE_NAME,Psychic Choke,,Asfixia psíquica,Strangulation psychique,Psychowürger,Soffocamento Psichico,Enforcamento Psíquico,,,サイキックチョーク,
ABILITY_PSYCHICCHOKE_DESC,Deal damage to and inflict Bruise on a unit within your line of sight.,,Le inflige daño y moratón a una unidad en su campo visual.,Vous infligez des dégâts et Contusion à une unité dans votre ligne de mire.,Verursache Schaden und Beulen bei einer Einheit in deiner Sichtlinie.,Infliggi danno e Livido a un'unità nel tuo campo visivo.,Cause dano e aplique contusão em uma unidade dentro do seu campo de visão.,,,射線内の​ユニットに​ダメージを​与え、​打撲を​付与する。[b][/b],
ABILITY_PSYCHICCHOKE2_DESC,Deal damage to and inflict Bruise on a unit within your line of sight. This damage counts as physical damage and scales with [img:str].,,Le inflige daño y moratón a una unidad en su campo visual. Este daño cuenta como daño físico y aumenta con su [img:str].,Vous infligez des dégâts et Contusion à une unité dans votre ligne de mire. Les dégâts sont de type physique et augmentent avec [img:str].,Verursache Schaden und Beulen bei einer Einheit in deiner Sichtlinie. Der Schaden ist physisch und abhängig von deiner [img:str].,Infliggi danno e Livido a un'unità nel tuo campo visivo. Questo danno è di tipo fisico ed è proporzionale alla [img:str].,Cause dano e aplique contusão em uma unidade dentro do seu campo de visão. Esse dano conta como dano físico e aumenta de acordo com sua [img:str].,,,射線内の​ユニットに​ダメージを​与え、​打撲を​付与する。​物理ダメージと​して​扱われ、[img:str]で​スケールする。,
ABILITY_SKYSHATTER_NAME,Shatter the Sky,,Destrucción del cielo,Explosion céleste,Himmelsschmettern,Cielo in Frantumi,Céu Estilhaçado,,,空​砕き,
ABILITY_SKYSHATTER_DESC,Create floating glass shards on a tile within your line of sight.,,Crea fragmentos de cristal flotantes en una casilla en su campo visual.,Vous faites apparaître des éclats de verre flottant sur une case dans votre ligne de mire.,Erschaffe schwebende Scherben auf einem Feld in deiner Sichtlinie.,Crei dei frammenti di vetro fluttuanti su una casella all'interno del tuo campo visivo.,Crie espaços de vidro flutuante em um espaço dentro do seu campo de visão.,,,射線内の​タイルに​浮遊ガラス片を​生成する。[b][/b],
ABILITY_SKYSHATTER2_DESC,Create floating glass shards in an area within your line of sight.,,Crea fragmentos de cristal flotantes en un área en su campo visual.,Vous faites apparaître des éclats de verre flottant dans une zone dans votre ligne de mire.,Erschaffe schwebende Scherben in einem bestimmten Bereich in deiner Sichtlinie.,Crei dei frammenti di vetro fluttuanti in un'area all'interno del tuo campo visivo.,Crie espaços de vidro flutuante em uma área dentro do seu campo de visão.,,,射線内の​範囲に​浮遊ガラス片を​生成する。[b][/b],
ABILITY_SUPERNOVA_NAME,Supernova,,Supernova,Supernova,Supernova,Supernova,Supernova,,,スーパーノヴァ,
ABILITY_SUPERNOVA_DESC,Deal damage to and inflict Blind on every unit within your line of sight.,,Inflige daño y ceguera a cada unidad en su campo visual.,Vous infligez des dégâts et Cécité à toutes les unités dans votre ligne de mire.,Verursache Schaden und Blindheit bei Einheiten in deiner Sichtlinie.,Infliggi danno e causi Accecamento a ogni unità nel tuo campo visivo.,Cause dano e aplique cegueira em todas as unidades dentro do seu campo de visão.,,,射線内の​全ユ​ニットに​ダメージを​与え、​盲目を​付与する。[b][/b],
ABILITY_SUPERNOVA2_DESC,"Deal damage to and inflict Blind on every unit within your line of sight, excluding your allies.",,"Inflige daño y ceguera a cada unidad en su campo visual, a excepción de los aliados.","Vous infligez des dégâts et Cécité à toutes les unités dans votre ligne de mire, sauf les unités alliées.","Verursache Schaden und Blindheit bei Einheiten in deiner Sichtlinie, außer deinen Verbündeten.","Infliggi danno e causi Accecamento a ogni unità nel tuo campo visivo, esclusi i tuoi alleati.","Cause dano e aplique cegueira em todas as unidades dentro do seu campo de visão, excluindo seus aliados.",,,味方を​除く​射線内の​全ユ​ニットに​ダメージを​与え、​盲目を​付与する。[b][/b],
ABILITY_ALTERDNA_NAME,Alter DNA,,Alteración de ADN,ADN altéré,DNA verändern,Alterazione del DNA,Alterar DNA,,,DNA改変,
ABILITY_ALTERDNA_DESC,Spend all your mana. Give a unit within your line of sight a random stat up for every 3 mana spent (rounded up). Give enemies random stat downs instead.,,Gasta todo el maná. Otorga a una unidad en su campo visual un aumento de un atributo al azar por cada 3 de maná gastado (redondeado al alza). A los enemigos les reduce un atributo al azar.,Vous dépensez tout votre mana. Vous augmentez une stat au hasard d'une unité dans votre ligne de mire par tranche de 3&nbsp;mana dépensés (arrondi à l'unité supérieure). Diminue les stats au hasard des ennemis.,Gib all dein Mana aus. Verleihe einer Einheit in deiner Sichtlinie pro 3 ausgegebenes Mana (aufgerundet) einen Bonus auf ein zufälliges Attribut. Einheiten erleiden stattdessen Malusse.,"Spendi tutto il tuo mana. Fornisci a un'unità nel tuo campo visivo un aumento causale di una statistica per ogni 3 mana spesi (arrotondati per eccesso). Ai nemici, invece, infliggi una diminuzione casuale di una statistica.","Gaste toda a sua mana. Conceda a uma unidade dentro do seu campo de visão um atributo aleatório aumentado para cada 3 pontos de mana gastos (arredondados para cima). Para inimigos, aplique atributos aleatórios diminuídos.",,,全マナを​消費する。​射線内の​ユニットに​消費マナ3ごと​(切り上げ)に​ランダムな​ステータス上昇を​与える。​敵には​ステータス低下を​与える。[b][/b],
ABILITY_ALTERDNA2_DESC,Spend all your mana. Give a unit within your line of sight a random stat up for every 2 mana spent (rounded up). Give enemies random stat downs instead.,,Gasta todo el maná. Otorga a una unidad en su campo visual un aumento de un atributo al azar por cada 2 de maná gastado (redondeado al alza). A los enemigos les reduce un atributo al azar.,Vous dépensez tout votre mana. Vous augmentez une stat au hasard d'une unité dans votre ligne de mire par tranche de 2&nbsp;mana dépensés (arrondi à l'unité supérieure). Diminue les stats au hasard des ennemis.,Gib all dein Mana aus. Verleihe einer Einheit in deiner Sichtlinie pro 2 ausgegebenes Mana (aufgerundet) einen Bonus auf ein zufälliges Attribut. Einheiten erleiden stattdessen Malusse.,"Spendi tutto il tuo mana. Fornisci a un'unità nell tuo campo visivo un aumento causale di una statistica per ogni 2 mana spesi (arrotondati per eccesso). Ai nemici, invece, infliggi una diminuzione casuale di una statistica.","Gaste toda a sua mana. Conceda a uma unidade dentro do seu campo de visão um atributo aleatório aumentado para cada 2 pontos de mana gastos (arredondados para cima). Para inimigos, aplique atributos aleatórios diminuídos.",,,全マナを​消費する。​射線内の​ユニットに​消費マナ2ごと​(切り上げ)に​ランダムな​ステータス上昇を​与える。​敵には​ステータス低下を​与える。[b][/b],
ABILITY_FLICKER_NAME,Flicker,,Parpadeo,Vacillement,Flimmern,Sfarfallio,Tremulação,,,フリッカー,
ABILITY_FLICKER_DESC,Teleport two tiles away. Displace any units you teleport into.,,Se teletransporta a 2 casillas de distancia. Desplaza a las unidades sobre las que se teletransporta.,Vous vous téléportez à 2&nbsp;cases de distance. Vous déplacez les unités qui sont sur la case de destination.,"Teleportiere dich zwei Felder. Dränge Einheiten weg, in die du dich teleportierst.",Ti teletrasporti a due caselle di distanza. Sposti tutte le unità dalla casella in cui ti teletrasporti.,Teletransporte-se para dois espaços de distância. Desloque qualquer unidade que esteja no espaço para onde você se teletransportar.,,,2タイル先に​テレポートする。​テレポート先の​ユニットを​押しのける。[b][/b],
ABILITY_FLICKER2_DESC,Teleport two tiles away. Displace any units you teleport into and inflict them with Confusion 2 and Blind 2.,,Se teletransporta a 2 casillas de distancia. Desplaza a las unidades sobre las que se teletransporta y les inflige 2 de confusión y 2 de ceguera.,"Vous vous téléportez à 2&nbsp;cases de distance. Vous déplacez les unités qui sont sur la case de destination, et leur infligez Confusion&nbsp;+2&nbsp;et Cécité&nbsp;+2.","Teleportiere dich zwei Felder. Dränge Einheiten weg, in die du dich teleportierst und verursache bei ihnen Verwirrung&nbsp;2 und Blindheit&nbsp;2.",Ti teletrasporti a due caselle di distanza. Sposti tutte le unità dalla casella in cui ti teletrasporti e infliggi loro Confusione 2 e Accecamento 2.,"Teletransporte-se para dois espaços de distância. Desloque qualquer unidade que esteja no espaço para onde você se teletransportar, e aplique confusão 2 e cegueira 2.",,,2タイル先に​テレポートする。​テレポート先の​ユニットを​押しのけ、​混乱2と​盲目2を​付与する。[b][/b],
ABILITY_MINDMELD_NAME,Mind Meld,,Fusión mental,Cerveau liquéfié,Gedankenschmelze,Fusione Mentale,Fusão Mental,,,マインドメルド,
ABILITY_MINDMELD_DESC,Give another unit an extra turn after this one.This spell can't be cast during extra turns.,,Otorga a otra unidad un turno extra después de este.[s:.7](Este hechizo no se puede lanzar en turnos extras).[/s],Vous donnez à une unité un tour supplémentaire après celui-ci. Non disponible lors des tours supplémentaires.,Verleihe einer anderen Einheit nach diesem Zug einen zusätzlichen Zug.Dieser Zauber kann nicht während eines zusätzlichen Zuges gewirkt werden.,Fornisci un turno aggiuntivo a un'altra unità dopo quello corrente.Quest'incantesimo non può essere lanciato durante i turni aggiuntivi.,Conceda a outra unidade um turno adicional após este.Este encantamento não pode ser lançado em turnos extras.,,,別の​ユニットに​追加ターンを​与える。​追加ターン中は​発動不可。[b][/b],
ABILITY_MINDMELD2_DESC,Give another unit +10 mana and an extra turn after this one.This spell can't be cast during extra turns.,,Otorga a otra unidad +10 de maná y un turno extra después de este.[s:.7](Este hechizo no se puede lanzar en turnos extras).[/s],Vous donnez à une unité 10&nbsp;mana et un tour supplémentaire après celui-ci. Non disponible lors des tours supplémentaires.,Verleihe einer anderen Einheit nach diesem Zug +10&nbsp;Mana und einen zusätzlichen Zug.Dieser Zauber kann nicht während eines zusätzlichen Zuges gewirkt werden.,Fornisci +10 mana e un turno aggiuntivo a un'altra unità dopo quello corrente.Quest'incantesimo non può essere lanciato durante i turni aggiuntivi.,Conceda a outra unidade +10 de mana e um turno adicional após este.Este encantamento não pode ser lançado em turnos extras.,,,別の​ユニットに​+10マナと​追加ターンを​与える。​追加ターン中は​発動不可。[b][/b],
ABILITY_VACUUM_NAME,Vacuum,,Vacío,Aspirateur,Vakuum,Vuoto Gravitazionale,Vácuo,,,バキューム,
ABILITY_VACUUM_DESC,Teleport all enemies within an area as close to the center of that area as possible.,,Teletransporta a todos los enemigos dentro de un área tan cerca como sea posible del centro de esa área.,Vous téléportez tous les ennemis d'une zone spécifique aussi près que possible du centre de cette zone.,Teleportiere Einheiten innerhalb eines bestimmten Bereichs so nah an die Mitte dieses Bereichs wie möglich.,Teletrasporti tutti i nemici all'interno di un'area il più vicino possibile al centro dell'area stessa.,Teletransporte todos os inimigos dentro de uma área para o mais próximo possível do centro dessa área.,,,範囲内の​全ての​敵を​その​範囲の​中心に​できるだけ近く​テレポートする。[b][/b],
ABILITY_VACUUM2_DESC,Teleport all enemies within a large area as close to the center of that area as possible and inflict Confusion on those units.,,Teletransporta a todos los enemigos dentro de un área amplia tan cerca como sea posible del centro de esa área. Les inflige confusión.,Vous téléportez tous les ennemis d'une vaste zone spécifique aussi près que possible du centre de cette zone. Vous leur infligez Confusion.,Teleportiere Einheiten innerhalb eines großen Bereichs so nah an die Mitte dieses Bereichs wie möglich und verursache Verwirrung bei ihnen.,Teletrasporti tutti i nemici all'interno di un'area il più vicino possibile al centro dell'area stessa e infliggi loro Confusione.,Teletransporte todos os inimigos dentro de uma área grande para o mais próximo possível do centro dessa área e aplique confusão nessas unidades.,,,大範囲内の​全ての​敵を​その​範囲の​中心に​できるだけ近く​テレポートし、​混乱を​付与する。[b][/b],
ABILITY_GROWHEAD_NAME,Grow Head,,Crecimiento de cabeza,Tête supplémentaire,Kopfsache,Crescita Cranica,Crescer Cabeça,,,頭成長,
ABILITY_GROWHEAD_DESC,Gain +1 [img:int] and -1 [img:cha].,,Obtiene +1 [img:int] y -1 [img:cha].,"[img:int]&nbsp;1, et [img:cha]&nbsp;-1.",Erhalte +1&nbsp;[img:int] und -1&nbsp;[img:cha].,Ottieni +1 all'[img:int] e -1 al [img:cha].,Obtenha +1 de [img:int] e -1 de [img:cha].,,,+1[img:int]と​-1[img:cha]を​得る。,
ABILITY_PING_NAME,Ping,,Llamada de atención,Latence,Ping,Ping,Ping,,,ピン,
ABILITY_PING_DESC,"Deal 1 damage to any unit within your line of sight.RELOAD: Spend mana",,Inflige 1 de daño a cualquier unidad en su campo visual.Recarga: Gasta maná.,Dégâts&nbsp;+1&nbsp;à une unité dans votre ligne de mire.RECHARGE&nbsp;: dépensez du mana.,Verursache 1&nbsp;Schaden bei einer Einheit in deiner Sichtlinie.NACHLADEN: Gib Mana aus.,Infliggi 1 di danno a qualsiasi unità all'interno del tuo campo visivo.RICARICA: Spendi mana,Cause 1 de dano a qualquer unidade dentro do seu campo de visão.RECARREGAMENTO: Gaste mana.,,,射線内の​任意の​ユニットに​1ダメージを​与える。​リロード:マナを​消費する[b][/b],
ABILITY_PING2_DESC,Deal 1 damage to any unit within your line of sight.RELOAD: Spend manaBonus Passive: +2 [img:int].,,Inflige 1 de daño a cualquier unidad en su campo visual.Recarga: Gasta maná.Pasiva de bonificación: +2 [img:int].,Dégâts&nbsp;+1&nbsp;à une unité dans votre ligne de mire.RECHARGE&nbsp;: dépensez du mana. Compétence passive bonus&nbsp;: [img:int]&nbsp;+2.,Verursache 1&nbsp;Schaden bei einer Einheit in deiner Sichtlinie.NACHLADEN: Gib Mana aus.Bonuspassiveffekt: +2&nbsp;[img:int].,Infliggi 1 di danno a qualsiasi unità all'interno del tuo campo visivo.RICARICA: Spendi manaBonus Passivo: +2 all'[img:int].,Cause 1 de dano a qualquer unidade dentro do seu campo de visão.RECARREGAMENTO: Gaste mana.Passivo bônus: +2 de [img:int].,,,射線内の​任意の​ユニットに​1ダメージを​与える。​リロード:マナを​消費する。​ボーナスパッシブ:+2[img:int],
ABILITY_FLASHFORWARD_NAME,Flash Forward,,Prolepsis,Flash vers l'avant,Blitzteleport,Flash Forward,Teletransporte Rápido,,,フラッシュフォワード,
ABILITY_FLASHFORWARD_DESC,"Teleport to any tile. At the end of your turn, teleport back to your original tile and deal 10 damage to any unit you teleport into.",,"Se teletransporta a cualquier casilla. Al final del turno, se teletransporta a la casilla de origen e inflige 10 de daño a cualquier unidad sobre la que se teletransporte.","Vous vous téléportez vers une case. À la fin de votre tour, vous vous téléportez à la case de départ et infligez Dégâts&nbsp;+10&nbsp;à toute unité sur laquelle vous arrivez.","Teleportiere dich auf ein beliebiges Feld. Am Ende deines Zuges teleportierst du dich zurück auf dein ursprüngliches Feld und verursachst 10&nbsp;Schaden, falls du dich in eine Einheit teleportierst.","Ti teletrasporti in una casella qualsiasi. Alla fine del tuo turno, torni alla tua casella di origine e infliggi 10 di danno a qualsiasi unità su cui ti teletrasporti.","Teletransporte-se para qualquer espaço. No final do seu turno, teletransporte-se de volta para seu espaço original e cause 10 de dano em qualquer unidade para a qual você se teletransportar.",,,任意の​タイルに​テレポートする。​ターン終了時に​元の​タイルに​戻り、​テレポート先の​ユニットに​10ダメージを​与える。[s:.7](マナコストが​低い)[/s],
ABILITY_FLASHFORWARD2_DESC,"Teleport to any tile. At the end of your turn, teleport back to your original tile and deal 10 damage to any unit you teleport into.[s:.7](This spell costs less.)[/s]",,"Se teletransporta a cualquier casilla. Al final del turno, se teletransporta a la casilla de origen e inflige 10 de daño a cualquier unidad sobre la que se teletransporte.[s:.7](Este hechizo cuesta menos).[/s]","Vous vous téléportez vers une case. À la fin de votre tour, vous vous téléportez à la case de départ et infligez Dégâts&nbsp;+10&nbsp;à toute unité sur laquelle vous arrivez.[s:.7](Coût réduit.)[/s]","Teleportiere dich auf ein beliebiges Feld. Am Ende deines Zuges teleportierst du dich zurück auf dein ursprüngliches Feld und verursachst 10&nbsp;Schaden, falls du dich in eine Einheit teleportierst.[s:.7](Dieser Zauber kostet weniger.)[/s]","Ti teletrasporti in una casella qualsiasi. Alla fine del tuo turno, torni alla tua casella di origine e infliggi 10 di danno a qualsiasi unità su cui ti teletrasporti.[s:.7](Questo incantesimo costa meno.)[/s]","Teletransporte-se para qualquer espaço. No final do seu turno, teletransporte-se de volta para seu espaço original e cause 10 de dano em qualquer unidade para a qual você se teletransportar.[s:.7](Este encantamento custa menos.)[/s]",,,任意の​タイルに​テレポートする。​ターン終了時に​元の​タイルに​戻り、​テレポート先の​ユニットに​10ダメージを​与える。[s:.7](マナコストが​低い)[/s],
ABILITY_FLASHBACK_NAME,Flashback,,Analepsis,Flashback,Zurückteleportieren,Flashback,Flashback,,,フラッシュバック,
ABILITY_FLASHBACK_DESC,Teleport back.,,Se teletransporta al origen.,Vous vous téléportez dans l'autre sens.,Teleportiere dich zurück.,Ti teletrasporti indietro.,Teletransporte-se para trás.,,,元の​位置に​テレポートする。,
ABILITY_ORDER_NAME,Order,,Orden,Ordre,Befehl,Ordine,Ordem,,,命令,
