KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
ARMOR_CROWNOFPESTILENCE_DESC,Your basic attack becomes Pestilence.,,El ataque básico se convierte en Pestilencia.,Votre attaque de base inflige Pestilence.,Dein Grundangriff wird zu Pestilenz.,Il tuo attacco base diventa Pestilenza.,Seu ataque básico se torna Pestilência.,,,基本攻撃が​疫病に​なる。,
ARMOR_CROWNOFTHORNS_NAME,Crown Of Thorns,,Corona de espinas,Couronne d'épines,Dornenkrone,Corona di Spine,Coroa de Espinhos,,,棘の​王冠,
ARMOR_CROWNOFTHORNS_DESC,+1 Thorns. Gain +1 Thorns whenever you take damage.,,+1 de espinas. Obtiene +1 de espinas al sufrir daño.,Épines +1. Épines +1&nbsp;quand vous subissez des dégâts.,"+1&nbsp;Dornen. Erhalte immer, wenn du Schaden erleidest, +1&nbsp;Dornen.",+1 Spine. Ottieni +1 Spine ogni volta che subisci danno.,+1 de espinhos. Obtenha +1 de espinhos sempre que sofrer dano.,,,+1棘。​ダメージを​受ける​たびに​+1棘を​獲得する。[b][/b],
ARMOR_DEATHSHROUD_NAME,Death Shroud,,Sudario de la muerte,Voile de mort,Todesschleier,Sudario della Morte,Manto da Morte,,,死の​覆い,
ARMOR_DEATHSHROUD_DESC,"When you're downed, permanently gain +1 to a random stat.",,"Cuando esta unidad ha sido abatida, obtiene para siempre +1 en un atributo al azar.",Confère +1&nbsp;à une stat aléatoire de façon permanente quand vous êtes mis K.O.,"Wenn du in Ohnmacht fällst, erhältst du dauerhaft +1 auf ein zufälliges Attribut.","Quando sei KO, ottieni permanentemente +1 a una statistica casuale.","Ao ficar inconsciente, obtenha permanentemente +1 em um atributo aleatório.",,,ダウン時、​ランダムな能力値を​永続的に​+1獲得する。[b][/b],
ARMOR_DUNCECAP_NAME,Dunce Cap,,Capirote,Bonnet d'âne,Deppenkappe,Cappello da Somaro,Chapéu de Burro,,,劣等生の​帽子,
ARMOR_DUNCECAP_DESC,Your spells cost -1 mana.,,Sus hechizos cuestan -1 de maná.,Vos sorts coûtent -1&nbsp;mana.,Deine Zauber kosten -1&nbsp;Mana.,I tuoi incantesimi costano -1 mana.,Seus encantamentos custam -1 de mana.,,,スペルの​コスト-1マナ。,
ARMOR_DUSTDEVILSHORN_NAME,Dust Devil's Horn,,Cuerno del Demonio de Arena,Corne tourbillon,Horn des Staubteufels,Corno del Diavolo della Sabbia,Chifre de Pé-de-Vento,,,ダストデビルの​角,
ARMOR_DUSTDEVILSHORN_DESC,"+1 Thorns. After you use your basic attack, do a dash attack that leaves a tornado behind.",,"+1 de espinas. Tras lanzar el ataque básico, realiza un ataque relámpago que deja un tornado a su paso.","Épines +1. Après avoir utilisé votre attaque de base, vous effectuez une attaque impulsée qui laisse une tornade derrière vous.","+1&nbsp;Dornen. Nach deinem Grundangriff führst du einen Ansturmangriff, der einen Wirbelsturm hinterlässt.","+1 Spine. Dopo aver usato il tuo attacco base, esegui un attacco in scatto che lascia un tornado dietro di te.","+1 de espinhos. Após utilizar seu ataque básico, realize um ataque de impulso que deixa um tornado pelo caminho.",,,+1棘。​基本攻撃使用後、​竜巻を​残すダッシュ攻撃を​行う。[b][/b],
ARMOR_EMOWIG_NAME,Emo Wig,,Peluca de emo,Perruque émo,Emoperücke,Parrucca Emo,Peruca Emo,,,エモカツラ,
ARMOR_EMOWIG_DESC,"Adjacent units get All Stats Down 2.When you take damage, all units within 2 tiles heal 1 HP and gain a temporary +1 Damage.",,"Las unidades adyacentes reciben 2 de reducción total.Cuando esta unidad sufre daño, todas las unidades en un radio de 2 casillas recuperan 1 PS y obtienen +1 de daño temporal.","Les unités adjacentes subissent Baisse de stats +2.Quand vous subissez des dégâts, les unités situées dans un rayon de 2&nbsp;cases récupèrent 1&nbsp;PV et obtiennent Dégâts +1&nbsp;temporairement.","Benachbarte Einheiten erleiden einen Malus von 2 auf alle Attribute.Wenn du Schaden erleidest, heilen sich alle Einheiten innerhalb von 2 Feldern um 1&nbsp;LP und erhalten vorübergehend +1&nbsp;Schaden.","Le unità adiacenti ottengono Diminuzone delle Statistiche 2.Quando subisci danno, tutte le unità entro 2 caselle recuperano 1 PS e ottengono temporaneamente +1 al Danno.","Unidades adjacentes obtêm todos os atributos diminuídos 2.Ao sofrer dano, todas as unidades dentro de 2 espaços de distância curam 1 PV e obtêm +1 de dano temporário.",,,隣接する​ユニットが​全ステータス低下2を​受ける。​ダメージを​受けると、​2タイル以内の​全ユ​ニットが​1 HP回復し一時的に​+1ダメージを​獲得する。[b][/b],
ARMOR_FOCUSBAND_NAME,Focus Band,,Felpa de la concentración,Bandeau de concentration,Fokusband,Fascia della Concentrazione,Tira de Concentração,,,気合の​鉢巻,
ARMOR_FOCUSBAND_DESC,Your crits knock units back 10 tiles with Chain Knockback.,,Los golpes críticos hacen retroceder 10 casillas a las unidades con retroceso encadenado.,Vos coups critiques infligent Recul +10&nbsp;et Recul en chaîne.,Deine kritischen Treffer stoßen Einheiten 10&nbsp;Felder mit Kettenrückstoß zurück.,I tuoi colpi critici respingono le unità di 10 caselle con Contraccolpo a Catena.,Seus golpes críticos empurram unidades 10 espaços para trás com empurrão encadeado.,,,クリティカルが​ユニットを​チェーンノックバックで​10タイルノックバックする。[b][/b],
ARMOR_FRIENDLYAMOEBA_NAME,Friendly Amoeba,,Ameba aliada,Amibe aimable,Amöbenfreund,Ameba Amichevole,Ameba Amiga,,,友好的な​アメーバ,
ARMOR_FRIENDLYAMOEBA_DESC,"Brace 1, +2 Health Regen, Shield 3. Units that contact you get knocked back 1.",,"1 de refuerzo, +2 de regeneración de salud, 3 de escudo. Las unidades que entran en contacto con esta retroceden 1 casilla.","Garde 1, Régénération de PV +2, Défense +3. Les unités qui vous touchent subissent Recul 1.","Wappnen&nbsp;1, +2&nbsp;Lebensregeneration, Schild&nbsp;3. Einheiten, die dich berühren, werden 1&nbsp;Feld zurückgestoßen.","Guardia 1, +2 a Rigenerazione Salute, Scudo 3. Le unità che ti toccano vengono respinte indietro di 1.","Preparação 1, +2 de regeneração de saúde, escudo 3. Unidades que entram em contato com você são empurradas 1 espaço para trás.",,,ガード1、​+2 HP再生、​シールド3。​接触した​ユニットを​1ノックバックする。[b][/b],
ARMOR_FRYINGPAN_NAME,Frying Pan,,Sartén,Poêle à frire,Bratpfanne,Padella,Frigideira,,,フライパン,
ARMOR_FRYINGPAN_DESC,Block and counter Backstabs.,,Bloquea los ataques por la espalda y lanza un contrataque.,Bloque et contre les attaques sournoises.,Blockiere und kontere Angriffe von hinten.,Blocca e contrasta gli Attacchi alle Spalle.,Bloqueie e contra-ataque punhaladas.,,,バック​スタブを​ブロックして​カウンターする。[b][/b],
ARMOR_HALO_NAME,Halo,,Halo,Auréole,Heiligenschein,Aureola,Halo,,,光輪,
ARMOR_HALO_DESC,+33% chance to gain +1 [img:divineshield] when you take damage.,,+33 % de probabilidad de obtener +1 [img:divineshield] al sufrir daño.,+33&nbsp;% de chances de gagner [img:divineshield] +1&nbsp;quand vous subissez des dégâts.,"+33%ige Wahrscheinlichkeit, +1&nbsp;[img:divineshield] zu erhalten, wenn du Schaden erleidest.",+33% di probabilità di ottenere +1 allo [img:divineshield] quando subisci danno.,+33% de chance de obter +1 de [img:divineshield] ao sofrer dano.,,,ダメージを​受けると​33%の​確率で​+1[img:divineshield]を​獲得する。,
ARMOR_HAPPYHELMET_NAME,Happy Helmet,,Casco de la felicidad,Casque joyeux,Fröhlicher Helm,Elmo Felice,Capacete Feliz,,,ハッピーヘルメット,
ARMOR_HAPPYHELMET_DESC,Fragile. Gain Psychosis when this breaks.,,Fragilidad. Obtiene psicosis cuando este objeto se rompe.,"Fragile. Brisé, vous subissez Psychose.","Zerbrechlich. Erleide Psychose, wenn er kaputtgeht.",Fragile. Ottieni Psicosi quando si rompe.,Frágil. Obtenha psicose quando este item se quebrar.,,,壊れやすい。​これが​壊れると​精神病を​獲得する。[b][/b],
ARMOR_HEADCHEESE_NAME,Head Cheese,,Queso cefálico,Couvre-chef fromager,Kopfkäse,Testa a Formaggio,Queijo de Cabeça,,,ヘッドチーズ,
ARMOR_HEADCHEESE_DESC,+2 Health Regen.,,+2 de regeneración de salud.,Régénération de PV +2.,+2&nbsp;Lebensregeneration.,+2 a Rigenerazione Salute.,+2 de regeneração de saúde.,,,+2 HP再生。,
ARMOR_HEADSPRING_NAME,Head Spring,,Muelle cefálico,Ressort crânien,Kopffeder,Testa a Molla,Mola de Cabeça,,,頭バネ,
ARMOR_HEADSPRING_DESC,Units that contact you are knocked back 10 tiles.,,Las unidades que entran en contacto con esta retroceden 10 casillas.,Les unités qui vous touchent subissent Recul +10.,"Einheiten, die dich berühren, werden 10&nbsp;Felder zurückgestoßen.",Le unità che ti toccano vengono respinte indietro di 10 caselle.,Unidades que entram em contato com você são empurradas 10 espaços para trás.,,,接触した​ユニットを​10タイルノックバックする。[b][/b],
ARMOR_HELMET_NAME,Helmet,,Casco,Casque,Helm,Elmo,Capacete,,,ヘルメット,
ARMOR_HELMET_DESC,,,,,,,,,,,
ARMOR_HITLERSTOUPE_NAME,Hitler's Toupe,,Peluquín de Hitler,Toupet d'Hitler,Hitlers Toupet,Parrucchino di Hitler,Peruca de Hitler,,,ヒトラーの​カツラ,
ARMOR_HITLERSTOUPE_DESC,Permanent Madness. Give Madness to a random enemy at the end of your turn.,,Locura permanente. Inflige locura a un enemigo al azar al final del turno.,Folie permanente. Inflige Folie à un ennemi aléatoire à la fin de votre tour.,Dauerhafter Wahnsinn. Verursache am Ende deines Zuges bei einem zufälligen Gegner Wahnsinn.,Follia permanente. Infliggi Follia a un nemico casuale alla fine del tuo turno.,Insanidade permanente. Aplique insanidade em um inimigo aleatório no final do seu turno.,,,永続的な​狂気。​自分の​ターン終了時に​ランダムな​敵に​狂気を​与える。[b][/b],
ARMOR_HORNS_NAME,Horns,,Cuernos,Cornes,Hörner,Corna,Chifres,,,角,
ARMOR_HORNS_DESC,+1 Thorns.,,+1 de espinas.,Épines +1.,+1&nbsp;Dornen.,+1 Spine.,+1 de espinhos.,,,+1棘。,
ARMOR_JESTERCAP_NAME,Jester Cap,,Gorro de bufón,Bonnet de joker,Narrenkappe,Cappello da Giullare,Chapéu de Bobo,,,ジェスターキャップ,
ARMOR_JESTERCAP_DESC,"You can reroll your options twice when you level up.Abilities from all classes are offered after rerolling.",,Se pueden cambiar al azar las opciones dos veces al subir de nivel.Se ofrecen habilidades de todas las clases después de cambiar al azar.,Vous pouvez tirer de nouvelles options 2&nbsp;fois quand vous montez de niveau.Les compétences de toutes les classes sont proposées après un tirage.,"Du kannst deine Auswahlmöglichkeiten zweimal neu generieren, wenn du ein Level aufsteigst.Dabei erscheinen Fähigkeiten einer beliebigen Klasse.","Puoi modificare le scelte due volte quando sali di livello.Dopo la modifica, ti vengono offerte abilità di tutte le classi.",Você pode rolar novamente duas vezes suas opções ao subir de nívelHabilidades de todas as classes são oferecidas ao rolar novamente.,,,レベルアップ時の​選択肢を​2回リロールできる。​リロール後は​全ク​ラスの​アビリティが​提供される。[b][/b],
ARMOR_JEWELOFDROG_NAME,Jewel of Drog,,Joya de Drog,Joyau de Drog,Juwel von Drog,Gioiello di Drog,Jóia de Drog,,,ドログの​宝石,
ARMOR_JEWELOFDROG_DESC,"The first time you reach full mana each battle, gain +1 Magic Damage and reduce the cost of your spells by 1.",,"La primera vez que esta unidad tiene el maná al completo en cada combate, obtiene +1 de daño mágico y el coste de sus hechizos se reduce en 1.",Dégâts magiques +1&nbsp;et coût de vos sorts -1&nbsp;la première fois que vous atteignez le mana max. à chaque combat.,"Du erhältst +1&nbsp;magischen Schaden und verringerst den Kosten deiner Zauber um 1, wenn du zum ersten Mal im Kampf volles Mana erreichst.","La prima volta che raggiungi il massimo del mana in ogni battaglia, ottieni +1 al Danno Magico e riduci il costo dei tuoi incantesimi di 1.","Na primeira vez em que você atinge mana completa em cada batalha, obtenha +1 de dano mágico e o custo de seus encantamentos é reduzido em 1.",,,各バトルで​初めて​マナが​満タンに​なると、​+1魔法ダメージを​獲得しスペルの​コストが​1減少する。[b][/b],
ARMOR_JOHNNYSUNDIES_NAME,Johnny's Undies,,Ropa interior de Johnny,Slip de Johnny,Johnnys Unterwäsche,Mutande di Johnny,Roupa de Baixo de Johnny,,,ジョニーの​パンツ,
ARMOR_JOHNNYSUNDIES_DESC,Spawn a Charmed Cultist at the start of each battle.,,Genera un sectario embrujado al inicio de cada combate.,Invoque un fanatique envoûté au début de chaque combat.,Rufe am Anfang jedes Kampfes einen freundlichen Kultisten.,Generi un Cultista Ammaliato all'inizio di ogni battaglia.,Gere um cultista enfeitiçado no início de cada batalha.,,,各バトル開始時に​魅了された​カルティストを​召喚する。[b][/b],
ARMOR_KINGSCROWN_NAME,King's Crown,,Corona del rey,Couronne du roi,Königskrone,Corona del Re,Coroa Real,,,王の​王冠,
ARMOR_KINGSCROWN_DESC,Become the Alpha at the start of each battle.The Alpha has All Stats Up.Lose Alpha status when you take damage.,,Esta unidad se convierte en alfa al inicio de cada combate.La unidad alfa tiene aumento total.Pierde la condición de alfa al sufrir daño.,Vous devenez l'Alpha au début de chaque combat.L'Alpha bénéficie d'une Hausse de stats.Vous perdez le statut d'Alpha quand vous subissez des dégâts.,"Werde am Anfang jedes Kampfes zum Alpha.Der Alpha hat einen Bonus auf alle Attribute.Verliere den Alphastatus, wenn du Schaden erleidest.",Diventi l'Alfa all'inizio di ogni battaglia.L'Alfa ha Aumento delle Statistiche.Perdi lo stato di Alfa quando subisci danno.,Obtenha o status de alfa no início da batalha.Alfas obtêm todos os atributos aumentados.Perca o status de alfa ao sofrer dano.,,,各バトル開始時に​アルファに​なる。​アルファは​全ステータス上昇を​持つ。​ダメージを​受けると​アルファ状態を​失う。[b][/b],
ARMOR_LEAKYBRAIN_NAME,Leaky Brain,,Sesos chorreantes,Cerveau percé,Auslaufendes Gehirn,Cervello Colante,Cérebro Vazando,,,漏れる​脳,
ARMOR_LEAKYBRAIN_DESC,"When you spend mana, adjacent allies gain that amount of mana.",,"Cuando esta unidad consume maná, los aliados adyacentes obtienen la misma cantidad de maná.","Quand vous dépensez du mana, les alliés adjacents en obtiennent la même quantité.","Wenn du Mana ausgibst, erhalten benachbarte Verbündete Mana in dieser Höhe.","Quando spendi mana, gli alleati adiacenti ottengono la stessa quantità di mana.","Ao gastar mana, aliados adjacentes obtêm uma quantidade equivalente de mana.",,,マナを​使うと、​隣接する​味方が​その量の​マナを​獲得する。[b][/b],
ARMOR_MAGNETO_NAME,Magneto,,Magneto,Magnéto,Magneto,Magneto,Magneto,,,マグネトー,
ARMOR_MAGNETO_DESC,"When you end your movement, pull all adjacent pickups towards you.When you gain coins, gain that much [img:shield].",,"Al terminar el movimiento, esta unidad atrae todos los recogibles adyacentes hacia ella.Al recoger monedas, obtiene la misma cantidad de [img:shield].","À la fin de votre déplacement, vous attirez vers vous tous les objets ramassables adjacents.Vous obtenez autant de [img:shield] que vous récoltez de pièces.","Wenn du dich bewegt hast, werden alle benachbarten Gegenstände an dich herangezogen.Wenn du Münzen einsammelst, erhältst du [img:shield] in dieser Höhe.","Quando termini il movimento, attiri verso di te tutti i raccoglibili adiacenti.Quando guadagni monete, ottieni altrettanto [img:shield].","Ao finalizar seu movimento, puxe todas os coletáveis adjacentes na sua direção.Ao ganhar moedas, obtenha uma quantidade equivalente de [img:shield].",,,移動を​終了すると、​隣接する​全ピックアップを​引き寄せる。​コインを​獲得すると、​その​分[img:shield]を​獲得する。,
ARMOR_MANGYWIG_NAME,Mangy Wig,,Peluca zarrapastrosa,Perruque miteuse,Räudige Perücke,Parrucca Pulciosa,Peruca Sarnenta,,,汚い​カツラ,
ARMOR_MANGYWIG_DESC,Spawn a Spiderling for every 4 [img:lck] you have at the start of each battle.,,Genera una arañita por cada 4 [img:lck] que esta unidad tenga al inicio de cada combate.,Invoque une jeune araignée pour chaque tranche de 4&nbsp;[img:lck] que vous avez au début de chaque combat.,"Rufe pro 4&nbsp;[img:lck], das du am Anfang jedes Kampfes hast, einen Spinnenling.",Generi un Ragnetto per ogni 4 di [img:lck] che hai all'inizio di ogni battaglia.,Gere uma aranhinha para cada 4 de [img:lck] que você possui no início de cada batalha.,,,各バトル開始時に​4[img:lck]ごとに​子蜘蛛を​1体召喚する。,
ARMOR_MEDICHAT_NAME,Medic Hat,,Gorro médico,Coiffe de sage,Notarzthut,Cappello da Medico,Chapéu de Médico,,,衛生兵の​帽子,
ARMOR_MEDICHAT_DESC,-1 Damage. Your basic attack heals allies.,,-1 de daño. El ataque básico cura a los aliados.,Dégâts -1. Votre attaque de base soigne les alliés.,-1&nbsp;Schaden. Dein Grundangriff heilt Verbündete.,-1 al Danno. Il tuo attacco base cura gli alleati.,-1 de dano. Seu ataque básico cura aliados.,,,-1ダメージ。​基本攻撃が​味方を​回復する。[b][/b],
ARMOR_MEDIEVALHELMET_NAME,Medieval Helmet,,Casco medieval,Heaume médiéval,Mittelalterhelm,Elmo Medievale,Capacete Medieval,,,中世の​ヘルメット,
ARMOR_MEDIEVALHELMET_DESC,+2 Brace.,,+2 de refuerzo.,Garde +2.,+2&nbsp;Wappnen.,+2 alla Guardia.,+2 de preparação.,,,+2ガード。,
ARMOR_NIGHTMAREHAT_NAME,Nightmare Hat,,Sombrero de pesadilla,Chapeau cauchemardesque,Alptraumhut,Cappello dell'Incubo,Chapéu de Pesadelo,,,悪夢の​帽子,
ARMOR_NIGHTMAREHAT_DESC,"After you kill 3 units, you can attack an extra time each turn.",,"Tras matar a 3 unidades, esta unidad puede atacar otra vez cada turno.","Après avoir tué 3&nbsp;unités, vous pouvez attaquer une fois de plus chaque tour.","Nachdem du 3&nbsp;Einheiten getötet hast, kannst du ein zusätzliches Mal pro Zug angreifen.","Dopo aver ucciso 3 unità, puoi attaccare una volta in più ogni turno.","Após matar 3 unidades, você pode atacar uma vez adicional em cada turno.",,,3ユニット倒した後、​各ターン追加で​1回攻撃できる。[b][/b],
ARMOR_OAKHELMET_NAME,Oak Helmet,,Casco de roble,Casque en chêne,Eichenhelm,Elmo di Quercia,Capacete de Carvalho,,,オークヘルメット,
ARMOR_OAKHELMET_DESC,Flammable.,,Inflamable.,Inflammable.,Leicht brennbar.,Infiammabile.,Inflamável.,,,可燃性。,
ARMOR_PAPERRAGS_NAME,Paper Rags,,Trozos de papel,Chiffons de papier,Taschentücher,Stracci di Carta,Trapos de Papel,,,紙切れ,
ARMOR_PAPERRAGS_DESC,+20% Dodge Chance.+1 Bleed Thorns.Your basic attack inflicts Bleed.,,+20 % de probabilidad de esquiva.+1 de espinas hemorrágicas.El ataque básico inflige hemorragia.,Chances d'esquive +20&nbsp;%.Épines sanglantes +1.Votre attaque de base inflige Saignement.,+20&nbsp;% Ausweichchance.+1&nbsp;Blutige Dornen.Dein Grundangriff verursacht Blutung.,+20% di probabilità di schivata.+1 Spine Insanguinate.Il tuo attacco base infligge Sanguinamento.,+20% de chance de esquiva.+1 de espinhos de sangramento.Seu ataque básico aplica sangramento.,,,+20%回避率。​+1出血棘。​基本攻撃が​出血を​与える。[b][/b],
ARMOR_POOPHAT_NAME,Crown of Feculence,,Corona de heces,Couronne fétide,Krone der Fäkulenz,Corona di Sedimenti,Coroa da Feculência,,,糞便の​王冠,
ARMOR_POOPHAT_DESC,Poops you spawn are alive!,,¡Las cacas cobran vida!,Les merdes que vous faites apparaître prennent vie&nbsp;!,"Häufchen, die du erscheinen lässt, sind am Leben!",Le feci che generi sono vive!,Cocôs gerados por você estão vivos!,,,生成するうんちが​生きている!,
ARMOR_PROPELLERCAP_NAME,Propeller Cap,,Gorra con hélice,Casquette à hélice,Propellermütze,Cappello a Elica,Chapéu Propulsor,,,プロペラ帽子,
ARMOR_PROPELLERCAP_DESC,Flying.,,Vuela.,Vol.,Du fliegst.,Volo.,Voador.,,,飛行。,
ARMOR_QUEENSCROWN_NAME,Queen's Crown,,Corona de la reina,Couronne de la reine,Königinnenkrone,Corona della Regina,Coroa da Rainha,,,女王の​王冠,
ARMOR_QUEENSCROWN_DESC,Your basic attack has Knockback and Chain Knockback.,,El ataque básico tiene retroceso y retroceso encadenado.,Votre attaque de base inflige Recul et Recul en chaîne.,Dein Grundangriff verursacht Rückstoß und Kettenrückstoß.,Il tuo attacco base ha Contraccolpo e Contraccolpo a Catena.,Seu ataque básico possui empurrão e empurrão encadeado.,,,基本攻撃が​ノックバックと​チェーンノックバックを​持つ。[b][/b],
ARMOR_RAINHAT_NAME,Rain Hat,,Gorro impermeable,Chapeau de pluie,Regenhut,Cappello della Pioggia,Chapéu de Chuva,,,レインハット,
ARMOR_RAINHAT_DESC,You have All Stats Up while wet.,,Esta unidad tiene aumento total cuando está mojada.,"Mouillé, vous confère Hausse de stats.","Während du nass bist, hast du einen Bonus auf alle Attribute.",Hai Aumento delle Statistiche quando ti bagni.,Você possui todos os atributos aumentados ao se molhar.,,,濡れている​間、​全ステータス上昇を​持つ。[b][/b],
ARMOR_RISINGSUNBANDANA_NAME,Nisshōki Bandana,,Pañuelo nisshōki,Bandana Nisshōki,Nisshōki-Stirnband,Bandana Nisshōki,Bandana Nisshōki,,,日章旗バンダナ,
ARMOR_RISINGSUNBANDANA_DESC,"While at 5 or less health, you have +3 Damage and can move an extra time each turn.",,"Con 5 o menos de salud, esta unidad inflige +3 de daño y puede moverse otra vez cada turno.","Quand vous avez 5&nbsp;PV ou moins, vous confère Dégâts +3&nbsp;et vous pouvez vous déplacer une fois de plus chaque tour.","Während du 5 oder weniger LP hast, hast du +3&nbsp;Schaden und kannst dich ein zusätzliches Mal pro Zug bewegen.","Finché hai 5 o meno PS, hai +3 al Danno e puoi muoverti una volta in più ogni turno.","Enquanto estiver com 5 ou menos de saúde, você possui +3 de dano e pode se mover uma vez adicional em cada turno.",,,HP5以下の​時、​+3ダメージを​持ち、​各ターン追加で​1回移動できる。[b][/b],
ARMOR_ROTTENGUTS_NAME,Rotten Guts,,Vísceras putrefactas,Tripes pourries,Verrottete Eingeweide,Viscere Marce,Tripas Podres,,,腐った​内臓,
ARMOR_ROTTENGUTS_DESC,+2 Health Regen. Spawn a Charmed Maggot or Fly when you end your turn.,,+2 de regeneración de salud. Genera una mosca o un gusano embrujados al final del turno.,Régénération de PV +2. Invoque un asticot envoûté ou une mouche à la fin de votre tour.,"+2&nbsp;Lebensregeneration. Rufe eine freundliche Made oder Fliege, wenn du deinen Zug beendest.",+2 a Rigenerazione Salute. Generi una Larva Ammaliata o una Mosca Ammaliata al termine del turno.,+2 de regeneração de saúde. Gere uma mosca ou verme enfeitiçado ao finalizar seu turno.,,,+2 HP再生。​ターン終了時に​魅了された​ウジまたは​ハエを​召喚する。[b][/b],
ARMOR_RUSTINGHELMET_NAME,Rusting Helmet,,Casco oxidado,Casque rouillé,Verrosteter Helm,Elmo Arrugginito,Capacete Enferrujado,,,錆びた​ヘルメット,
ARMOR_RUSTINGHELMET_DESC,Gain +1 [img:shield] at the end of each turn.,,Obtiene +1 [img:shield] al final de cada turno.,[img:shield] +1&nbsp;à la fin de chaque tour.,Erhalte am Ende jedes Zuges +1&nbsp;[img:shield].,Ottieni +1 allo [img:shield] alla fine di ogni turno.,Obtenha +1 de [img:shield] no final de cada turno.,,,各ターン終了時に​+1[img:shield]を​獲得する。,
ARMOR_SABERTOOTHTIGERPELT_NAME,Pale Sabertooth Pelt,,Piel de dientes de sable pálida,Peau de tigre à dents de sabre,Bleiches Säbelzahntigerpelz,Pelle di Tigre dai Denti a Sciabola Pallida,Pele de Tigre Dentes-de-Sabre Branco,,,白い​サーベルタイガーの​毛皮,
ARMOR_SABERTOOTHTIGERPELT_DESC,"When you kill a unit, all nearby cats gain +1 Damage.",,"Al matar a una unidad, todos los gatos cercanos obtienen +1 de daño.","Quand vous tuez une unité, les chats proches bénéficient de Dégâts +1.","Wenn du eine Einheit tötest, erhalten alle Katzen in der Nähe +1&nbsp;Schaden.","Quando uccidi un'unità, tutti i gatti vicini ottengono +1 al Danno.","Ao matar uma unidade, gatos próximos obtêm +1 de dano.",,,ユニットを​倒すと、​近くの​全ての​猫が​+1ダメージを​獲得する。[b][/b],
ARMOR_SKULLCLAMP_NAME,Skull Clamp,,Engrampacráneo,Pince crâne,Schädelstrammer,Morsa Cranica,Grampo Craniano,,,頭蓋骨の​締め具,
ARMOR_SKULLCLAMP_DESC,Brace 2 +25% chance to inflict Stun on units that contact you.,,2 de refuerzo. +25 % de probabilidad de aturdir a las unidades que entren en contacto con esta.,Garde +2.+25&nbsp;% de chances d'infliger Étourdissement aux ennemis qui vous touchent.,"Wappnen&nbsp;2.+25%ige Wahrscheinlichkeit, Betäubung bei Einheiten, die dich berühren, zu verursachen.",Guardia 2.+25% di probabilità di infliggere Stordimento alle unità che ti toccano.,Preparação 2.+25% de chance de aplicar atordoamento em unidades que entram em contato com você.,,,ガード2接触した​ユニットを​25%の​確率で​スタンさせる。[b][/b],
ARMOR_SNAKESKINHAT_NAME,Snakeskin Hat,,Sombrero de piel de serpiente,Chapeau en peau de serpent,Schlangenlederhut,Cappello di Pelle di Serpente,Chapéu de Couro de Cobra,,,蛇皮の​帽子,
ARMOR_SNAKESKINHAT_DESC,Spawn a Charmed Rattlesnek at the start of each battle.,,Genera una cascabela embrujada al inicio de cada combate.,Invoque un serpent à sonnette envoûté au début de chaque combat.,Rufe am Anfang jedes Kampfes eine freundliche Klapperschlange.,Generi un Serpentello a Sonagli Ammaliato all'inizio di ogni battaglia.,Gere uma cascavel enfeitiçada no início de cada batalha.,,,各バトル開始時に​魅了された​ガラガラヘビを​召喚する。[b][/b],
ARMOR_SPAREPARTS_NAME,Spare Parts,,Recambios,Bric-à-brac,Ersatzteile,Pezzi di Ricambio,Peças Sobressalentes,,,スペアパーツ,
ARMOR_SPAREPARTS_DESC,"When you move, spawn a scrap pickup where you moved from.",,"Al moverse, esta unidad genera un recogible de chatarra en la casilla de partida.","Quand vous vous déplacez, un morceau de ferraille apparaît à votre position initiale.","Wenn du dich bewegst, erscheint an deinem ursprünglichen Ort ein Stück Schrott.","Quando ti muovi, generi un raccoglibile Rottame nel punto in cui ti trovavi.","Ao se mover, gere um coletável de sucata no local onde estava.",,,移動すると、​移動元に​スクラップピックアップを​生成する。[b][/b],
ARMOR_SPIDERBABY_NAME,Spider Baby,,Bebé araña,Bébé-araignée,Babyspinne,Ragno Neonato,Bebê Aranha,,,蜘蛛の​赤ちゃん,
ARMOR_SPIDERBABY_DESC,Spawn a Spiderling when you take damage.,,Genera una arañita al sufrir daño.,"Quand vous subissez des dégâts, une jeune araignée est invoquée.","Rufe einen Spinnenling, wenn du Schaden erleidest.",Generi un Ragnetto quando subisci danno.,Gere uma aranhinha ao sofrer dano.,,,ダメージを​受けると​子蜘蛛を​召喚する。[b][/b],
ARMOR_SPLINTEREDCROWN_NAME,Splintered Crown,,Corona astillada,Couronne de fortune,Splitterkrone,Corona Scheggiata,Coroa Estilhaçada,,,砕けた​王冠,
ARMOR_SPLINTEREDCROWN_DESC,Gain +1 Thorns when you take damage.,,Obtiene +1 de espinas al sufrir daño.,Épines +1&nbsp;quand vous subissez des dégâts.,"Erhalte +1&nbsp;Dornen, wenn du Schaden erleidest.",Ottieni +1 Spine quando subisci danno.,Obtenha +1 de espinhos ao sofrer dano.,,,ダメージを​受けると​+1棘を​獲得する。[b][/b],
ARMOR_STEVENHAT1_NAME,Steven,,Steven,Steven,Steven,Steven,Steven,,,スティーブン,
